form	lemma	POS	morph
Domini	dominus	NOMcom	Case=Gen|Numb=Sing
incedunt	incedo1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
ad	ad2	PRE	MORPH=empty
sacram	sacer	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
Domini	dominus	NOMcom	Case=Gen|Numb=Sing
Cœnam	Coena	NOMpro	Case=Acc|Numb=Sing
sumendam	sumo	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Adj|Voice=Pass
accedunt	accedo1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
illîc	illic2	ADV	Deg=Pos
potius	potius	ADV	Deg=Comp
saltaturæ	saltatura	NOMcom	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Fut|Voice=Act
,	,	PUNC	MORPH=empty
quàm	quam1	ADVrel	MORPH=empty
Deum	deus	NOMcom	Case=Acc|Numb=Sing
precaturæ	precor	VER	Case=Nom|Numb=Sing
videantur	uideo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
Nec	nec2	CONcoo	MORPH=empty
verò	uero3	ADV	Deg=Pos
ijs	is	PROdem	Case=Dat|Numb=Plur|Gend=Com
prodest	prosum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
hæc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
exceptio	exceptio	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
Sic	sic	ADV	Deg=Pos
culta	colo2	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
viro	uir	NOMcom	Case=Dat|Numb=Sing
et	et2	CONcoo	MORPH=empty
marito	maritus1	NOMcom	Case=Dat|Numb=Sing
meo	meus	PROpos	Case=Dat|Numb=Sing|Gend=MascNeut
placeo	placeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
Nec	nec2	CONcoo	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
illæ	ille	PROdem	Case=Nom|Numb=Plur|Gend=Fem
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
lenoni	leno1	NOMcom	Case=Dat|Numb=Sing
marito	maritus1	NOMcom	Case=Dat|Numb=Sing
placeant	placeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
debent	debeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
studere	studeo	VER	Mood=Inf|Tense=Pres|Voice=Act
:	:	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Neut
sic	sic	ADV	Deg=Pos
exornata	exorno	VER	Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
fuco	fucus1	NOMcom	Case=Abl|Numb=Sing
pigmentata	pigmento	VER	Case=Nom|Numb=Sing|Gend=Neut
incedit	incedo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
certè	certe	ADV	Deg=Pos
naturam	natura	NOMcom	Case=Acc|Numb=Sing
formámque	forma	NOMcom	Case=Acc|Numb=Sing
{formámque}	que	CON	MORPH=empty
,	,	PUNC	MORPH=empty
quam	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem
à	ab	PRE	MORPH=empty
Deo	deus	NOMcom	Case=Abl|Numb=Sing
accepit	accipio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
odit	odi	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Sed	sed	CONcoo	MORPH=empty
neque	neque	CONcoo	MORPH=empty
hæc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
altera	alter	PROind	Case=Nom|Numb=Sing|Gend=Fem
earum	is	PROdem	Case=Gen|Numb=Plur|Gend=Fem
ratio	ratio	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
audienda	audio	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Adj|Voice=Pass
,	,	PUNC	MORPH=empty
Sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
hæc	hic1	PROdem	Case=Nom|Numb=Plur|Gend=Neut
omnia	omnis	PROind	Case=Nom|Numb=Plur|Gend=Neut
ex	ex	PRE	MORPH=empty
τῶν	[Greek]	FOR	MORPH=empty
ἀδιαφορων	[Greek]	FOR	MORPH=empty
genere	genus1	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
Neq	ne4	CONsub	MORPH=empty
;	;	PUNC	MORPH=empty
enim	enim2	CONcoo	MORPH=empty
hęc	hic1	PROdem	MORPH=empty
cùm	cum2	PRE	MORPH=empty
offendiculũ	offendiculum	NOMcom	Case=Abl|Numb=Sing
cuiquam	quisquam	PROind	Case=Dat|Numb=Sing|Gend=Com
præbent	praebeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
adiaphora	adiaphora	NOMcom	Case=Nom|Numb=Sing
:	:	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
damnata	damno	VER	Case=Nom|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
iísq	is	PROdem	Case=Dat|Numb=Plur|Gend=Com
;	;	PUNC	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
abstinendũ	abstineo	VER	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
In	in	PRE	MORPH=empty
summa	summa	NOMcom	Case=Abl|Numb=Sing
cultum	cultus1	NOMcom	Case=Acc|Numb=Sing
mulierum	mulier	NOMcom	Case=Gen|Numb=Plur
non	non	ADVneg	MORPH=empty
damnat	damno	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Paulus	Paulus	NOMpro	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
modò	modo1	ADV	Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
Honestus	honestus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
Modestiæ	modestia	NOMcom	Case=Gen|Numb=Sing
verecundiæque	uerecundia	NOMcom	Case=Gen|Numb=Sing
{verecundiæque}	que	CON	MORPH=empty
Christianarum	Christianus	ADJqua	Case=Gen|Numb=Plur|Gend=Fem|Deg=Pos
mulierum	mulier	NOMcom	Case=Gen|Numb=Plur
conueniens	conueniens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
et	et2	CONcoo	MORPH=empty
consentaneus	consentaneus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
.	.	PUNC	MORPH=empty
Et	et2	CONcoo	MORPH=empty
rectè	recte	ADV	Deg=Pos
etiã	etiam	ADV	Case=Acc|Numb=Sing|Deg=Pos
docet	doceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Plutarchus	Plutarchus	NOMpro	Case=Nom|Numb=Sing
lib	liber1	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
6	6	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Sympos	Sympus	NOMpro	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
quæst	quis	VER	Case=Acc|Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
{quæst}	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
7	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
abstersionem	abstersio	NOMcom	Case=Acc|Numb=Sing
sordium	sordes	NOMcom	Case=Gen|Numb=Plur
et	et2	CONcoo	MORPH=empty
spurcitiei	spurcities	ADJqua	Case=Nom|Numb=Sing
à	ab	PRE	MORPH=empty
cultu	cultus1	NOMcom	Case=Abl|Numb=Sing
inhonesto	inhonestus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
et	et2	CONcoo	MORPH=empty
sumptuoso	sumptuosus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
differre	differo	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
10	3	ADJcar	MORPH=empty
Sed	sed	CONcoo	MORPH=empty
(	(	PUNC	MORPH=empty
quod	quis1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
decet	decet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur
pietatem	pietas	NOMcom	Case=Acc|Numb=Sing
spondentes	spondeo	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
)	)	PUNC	MORPH=empty
operibus	opus1	NOMcom	Case=Abl|Numb=Plur
bonis	bonus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
.	.	PUNC	MORPH=empty
A	ah	INJ	MORPH=empty
'	'	PUNC	MORPH=empty
ντίθεσις	[Greek]	FOR	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Fastui	fastus2	NOMcom	Case=Dat|Numb=Sing
enim	enim2	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
superbiæ	superbia	NOMcom	Case=Dat|Numb=Sing
,	,	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
lasciuæ	lasciuus	ADJqua	Case=Dat|Numb=Sing|Gend=Fem|Deg=Pos
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Com
mulierum	mulier	NOMcom	Case=Gen|Numb=Plur
pompæ	pompa	NOMcom	Case=Dat|Numb=Sing
superiori	superus	ADJqua	Case=Dat|Numb=Sing|Gend=Com|Deg=Comp
versiculo	uersiculus	NOMcom	Case=Dat|Numb=Sing
descriptæ	describo	VER	Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
verum	uerum4	CONcoo	Case=Acc|Numb=Sing
earum	is	PROdem	Case=Gen|Numb=Plur|Gend=Fem
ornatum	ornatus1	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
opponit	oppono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
nimirum	nimirum	ADV	Deg=Pos
bona	bonus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem
opera	opera	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
pro	pro1	PRE	MORPH=empty
externo	externus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
ornatu	ornatus1	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
vt	ut1	ADVrel	MORPH=empty
loquitur	loquor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
Petrus	Petrus	NOMpro	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
internum	internus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
requirit	requiro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
in	in	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
positus	pono	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
earum	is	PROdem	Case=Gen|Numb=Plur|Gend=Fem
animus	animus	NOMcom	Case=Nom|Numb=Sing
placidus	placidus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
et	et2	CONcoo	MORPH=empty
quietus	quietus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
nullísque	nullus	PROind	Case=Abl|Numb=Plur|Gend=Com
{nullísque}	que	CON	MORPH=empty
vitijs	uitium	NOMcom	Case=Abl|Numb=Plur
expugnari	expugno	VER	Mood=Inf|Tense=Pres|Voice=Pass
possit	possum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Rationem	ratio	NOMcom	Case=Acc|Numb=Sing
autem	autem	CONcoo	MORPH=empty
addit	addo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ab	ab	PRE	MORPH=empty
officio	officium	NOMcom	Case=Abl|Numb=Sing
ductam	duco	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
.	.	PUNC	MORPH=empty
Nempe	nempe	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
quòd	quod2	CONsub	MORPH=empty
honesta	honestus	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
et	et2	CONcoo	MORPH=empty
sancta	sanctus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
opera	opus?	NOMcom	Case=Acc|Numb=Plur
verè	uere	ADV	Deg=Pos
Christianas	christianus1	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur
et	et2	CONcoo	MORPH=empty
religionem	religio	NOMcom	Case=Acc|Numb=Sing
profitentes	profiteor	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Dep
deceant	decet	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
autem	autem	CONcoo	MORPH=empty
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
externus	externus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
vestitus	uestitus1	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
quo	qui1	PROrel	Case=Abl|Numb=Sing|Gend=MascNeut
pudor	pudor	NOMcom	Case=Nom|Numb=Sing
omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem
ab	ab	PRE	MORPH=empty
illis	ille	PROdem	Case=Abl|Numb=Plur|Gend=Com
proiectus	proicio	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
et	et2	CONcoo	MORPH=empty
conculcatus	conculco	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
videtur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
exulare	exsulo	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
11	3	ADJcar	MORPH=empty
Mulier	mulier	NOMcom	Case=Nom|Numb=Sing
cum	cum2	PRE	MORPH=empty
silentio	silentium	NOMcom	Case=Abl|Numb=Sing
discito	disco	VER	Numb=Sing|Mood=Imp|Tense=Fut|Voice=Act|Person=2
cum	cum2	PRE	MORPH=empty
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
subiectione	subiectio	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
Alterum	alter	PROind	Case=Nom|Numb=Sing|Gend=Neut
et	et2	CONcoo	MORPH=empty
secundum	secundum2	ADJord	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
de	de	PRE	MORPH=empty
mulieribus	mulier	NOMcom	Case=Abl|Numb=Plur
Christianis	Christianus	ADJqua	Case=Abl|Numb=Plur|Gend=Com
præceptum	praeceptum	VER	Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
ad	ad2	PRE	MORPH=empty
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
publicíque	publicus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut|Deg=Pos
{publicíque}	que	CON	MORPH=empty
cœtus	coetus	NOMcom	Case=Gen|Numb=Sing
politiam	politia	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
et	et2	CONcoo	MORPH=empty
decorum	decorum	NOMcom	Case=Nom|Numb=Sing|Deg=Pos
pertinet	pertineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
Ne	ne4	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
eo	is	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
loquantur	loquor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=3
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
sileant	sileo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
discant	disco	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Similis	similis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
huic	hic1	PROdem	Case=Dat|Numb=Sing|Gend=Com
locus	locus	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
1	1	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Corinth	Corinthius	NOMpro	Case=Abl|Numb=Plur
.	.	PUNC	MORPH=empty
14	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
vers	uersus1	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
34	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
quod	quod1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
etiam	etiam	ADV	Deg=Pos
consilio	consilium	NOMcom	Case=Abl|Numb=Sing
Chartaginensi	Chartaginensis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
cap	capitulum	NOMcom	Numb=Sing
.	.	PUNC	MORPH=empty
95	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
constitutum	constituo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
refertúrq	refero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
;	;	PUNC	MORPH=empty
canon	cano	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
mulier	mulier	NOMcom	Case=Nom|Numb=Sing
distinct	distinguo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
23	23	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
quantumuis	quantumuis2	CONsub	MORPH=empty
docta	doctus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
et	et2	CONcoo	MORPH=empty
pia	pius	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
ista	iste	PROdem	Case=Nom|Numb=Sing|Gend=Fem
mulier	mulier	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
Dissimilia	dissimilis	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
tamen	tamen	ADV	Deg=Pos
exempla	exemplum	NOMcom	Case=Nom|Numb=Plur
vidẽtur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
afferri	affero	VER	Mood=Inf|Tense=Pres|Voice=Pass
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
De	de	PRE	MORPH=empty
Debora	debura	NOMcom	Case=Abl|Numb=Sing
Iudic	iudico	NOMcom	Numb=Sing
.	.	PUNC	MORPH=empty
cap	capitulum	NOMcom	Numb=Sing
.	.	PUNC	MORPH=empty
4	4	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
Olda	olda	NOMcom	Case=Acc|Numb=Sing|Gend=Fem
mulieribus	mulier	NOMcom	Case=Abl|Numb=Plur
prophetissis	prophetissis	NOMcom	Case=Abl|Numb=Plur
2	2	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
Reg	rego	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
22	22	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
versu	uersus1	NOMcom	Case=Abl|Numb=Sing
14	3	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Neut
in	in	PRE	MORPH=empty
Ecclesia	ecclesia	NOMcom	Case=Abl|Numb=Sing
docuerunt	doceo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Sed	sed	CONcoo	MORPH=empty
responsio	responsio	NOMcom	Case=Nom|Numb=Sing
parata	paratus2	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
illa	ille	PROdem	Case=Acc|Numb=Plur|Gend=Neut
nimirum	nimirum	ADV	Deg=Pos
exempla	exemplum	NOMcom	Case=Acc|Numb=Plur
planè	plane	ADV	Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
extraordinaria	extraordinarius	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
,	,	PUNC	MORPH=empty
itaque	itaque	CONcoo	MORPH=empty
hæc	hic1	PROdem	Case=Acc|Numb=Plur|Gend=Neut
Pauli	Paulus	NOMpro	Case=Gen|Numb=Sing
præcepta	praeceptum	NOMcom	Case=Acc|Numb=Plur
minimè	parum2	ADV	Deg=Sup
immutare	immuto2	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
Affertur	affero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
etiã	etiam	ADV	Case=Nom|Numb=Sing|Deg=Pos
illud	ille	PROdem	Case=Nom|Numb=Sing|Gend=Neut
quod	qui1	CONsub	Case=Nom|Numb=Sing|Gend=Neut
Euseb	eusum	NOMpro	Case=Ind|Numb=Sing
.	.	PUNC	MORPH=empty
lib	liber1	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
1	1	ADJcar	MORPH=empty
.	.	PUNC	MORPH=empty
devita	deuito	VER	Case=Acc|Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act
Constantini	Constantini	NOMpro	Case=Dat|Numb=Sing
scripsit	scribo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
mulieres	mulier	NOMcom	Case=Acc|Numb=Plur
eligere	eligo3	VER	Mood=Inf|Tense=Pres|Voice=Act
è	ex	PRE	MORPH=empty
suo	suus	PROpos.ref	Case=Abl|Numb=Sing|Gend=MascNeut
sexu	sexus	NOMcom	Case=Abl|Numb=Sing
solitas	solitus	ADJqua	Case=Acc|Numb=Plur|Gend=Fem|Deg=Pos|Mood=Par|Tense=Perf|Voice=SemDep
fuisse	sum1	VER	Mood=Inf|Tense=Perf|Voice=Act
aliquas	aliquis	PROind	Case=Acc|Numb=Plur|Gend=Fem
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Fem
eas	is	PROdem	Case=Acc|Numb=Plur|Gend=Fem
docerẽt	doceo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
ne	ne4	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
publicis	publicus2	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
cõgressionibus	cogressio	NOMcom	Case=Abl|Numb=Plur
cõuenirent	couenio	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
cũ	cum2	PRE	MORPH=empty
viris	uir	NOMcom	Case=Acc|Numb=Plur
,	,	PUNC	MORPH=empty
quod	quod2	CONsub	Numb=Sing
Licinij	Licinius	NOMpro	Case=Gen|Numb=Sing
imperatoris	imperator	NOMcom	Case=Gen|Numb=Sing
Rom	Romani	NOMpro	Case=Nom|Numb=Plur
.	.	PUNC	MORPH=empty
edicto	edictum	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
lege	lex	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
Syria	Syria	NOMpro	Case=Abl|Numb=Sing
simul	simul1	ADV	Deg=Pos
cum	cum2	PRE	MORPH=empty
viris	uir	NOMcom	Case=Acc|Numb=Plur
cõgregari	cogrego	VER	Mood=Inf|Tense=Pres|Voice=Pass
et	et2	CONcoo	MORPH=empty
cõuenire	couenio	VER	Mood=Inf|Tense=Pres|Voice=Act
vetabãtur	ueto	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3
.	.	PUNC	MORPH=empty
Sed	sed	CONcoo	MORPH=empty
respondemus	respondeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
Illud	ille	PROdem	Case=Acc|Numb=Sing|Gend=Neut
præter	praeter2	PRE	MORPH=empty
morẽ	mos	NOMcom	Case=Abl|Numb=Sing
Ecclesiæ	ecclesia	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
præter	praeter2	PRE	MORPH=empty
Dei	deus	NOMcom	Case=Gen|Numb=Sing
præcepta	praeceptum	NOMcom	Case=Acc|Numb=Plur
iussum	iubeo	VER	Case=Acc|Numb=Sing|Gend=MascNeut
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
à	ab	PRE	MORPH=empty
Licinio	Licinius	NOMpro	Case=Abl|Numb=Sing
homine	homo	NOMcom	Case=Abl|Numb=Sing
profano	profanus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
,	,	PUNC	MORPH=empty
vt	ut4	CONsub	MORPH=empty
mulieres	mulier	NOMcom	Case=Nom|Numb=Plur
